title,year,age,imdb,rotten_tomatoes,netflix,hulu,prime_video,disney+,imdb_raw,rotten_raw,themes,description
Cable Girls,2017,18+,7.6/10,63/100,1,0,0,0,7.6,63.0,Drama,"Set in the 1920s, this is the story of four women from different backgrounds newly hired as operators for a phone company."
Lady Dynamite,2016,16+,7.4/10,63/100,1,0,0,0,7.4,63.0,Comedy,"Series is based on what Maria has accepted to be ""her life."" The occasionally surreal episodes, refracted across multiple periods of the actor/comedian's life, tell the story of a woman who loses - and then finds - herself."
Power Rangers,1993,7+,6.5/10,63/100,1,0,1,0,6.5,63.0,Action Adventure Fantasy,"When Earth is on the verge of an alien invasion, five teenagers, who are infused with superhuman abilities, must harness their newfound powers to battle this threat - as the Power Rangers."
The Mire,2018,18+,6.9/10,63/100,1,0,0,0,6.9,63.0,Crime Drama Thriller,"In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious."
Tabula Rasa,2017,18+,8.0/10,63/100,1,0,0,0,8.0,63.0,Drama Horror Thriller,A young woman with amnesia becomes a key figure in a disappearance case.
Ethos,2020,0,8.6/10,63/100,1,0,0,0,8.6,63.0,Drama Thriller,"A group of unique characters from dramatically different socio-cultural backgrounds meeting in startling circumstances in the vibrant and colorful city of Istanbul, - some by chance and some by force of will."
Clannad,2007,7+,7.9/10,63/100,1,1,0,0,7.9,63.0,Animation Comedy Drama,A high school student who cares little about school or others meets a lonely girl who had to repeat a year while all her friends finished high school. He decides to hang out with her and soon meets more friendly students.
Ugly Delicious,2018,18+,7.8/10,63/100,1,0,0,0,7.8,63.0,Documentary,Chef David Chang travels around the world tasting food from different cultures.
Generation 56k,2021,0,7.4/10,63/100,1,0,0,0,7.4,63.0,Comedy Drama Romance,"Told from two points of view, a couple begins dating during the era of the 56K modem and navigates their relationship over the next two decades."
Fate/stay night [Unlimited Blade Works],2014,18+,8.0/10,63/100,1,1,0,0,8.0,63.0,Animation Action Adventure,"A group of seven mages gets chosen to become masters of seven classes of heroic spirits, in order to fight and win the Holy Grail."
Man with a Plan,2016,7+,7.0/10,63/100,1,0,0,0,7.0,63.0,Comedy,A dad finds out that parenting is harder than he thought after his wife goes back to work and he's left at home to take care of the kids.
Rilakkuma and Kaoru,2019,7+,8.3/10,63/100,1,0,0,0,8.3,63.0,Animation Comedy Drama,"Her life might be a little mundane, but Kaoru gets to go home to Rilakkuma, her endearingly lazy roommate who happens to be a fuzzy toy bear."
World War II In HD Colour,2009,7+,8.7/10,63/100,1,0,0,0,8.7,63.0,Documentary History War,Recounts the events of world War II in color.
Boys Over Flowers,2009,16+,7.9/10,63/100,1,1,0,0,7.9,63.0,Comedy Drama Romance,"Poor girl attends the elite Shin Hwa High and is bullied by the leader of F4 (the four richest boys). He becomes attracted to her; however, she has a crush on his best friend. Whom will she choose?"
Meteor Garden,2018,16+,8.1/10,63/100,1,0,0,0,8.1,63.0,Drama Romance,"An ordinary girl is admitted to the most prestigious school in the country where she encounters F4, an exclusive group comprised of the four wealthiest and handsomest boys in the school - Dao Ming Si, Hua Ze Lei, Xi Men and Mei Zuo."
"What's New, Scooby-Doo?",2002,7+,7.3/10,63/100,1,0,0,0,7.3,63.0,Animation Adventure Comedy,"Scooby-Doo and the Mystery, Inc. gang are launched into the 21st century, with new mysteries to solve."
The Letdown,2017,0,7.5/10,63/100,1,0,0,0,7.5,63.0,Comedy,"Audrey is determined not to be defined by motherhood. In theory, this seems fairly easy. In practice, her career-focused husband, self-obsessed mother, and fancy-free best friend make it damn-near impossible."
Sick Note,2017,18+,6.8/10,63/100,1,0,0,0,6.8,63.0,Comedy Crime,"When Daniel Glass is misdiagnosed with a fatal disease he begins to notice how everyone around him treats him better, so he decides to keep pretending that he really is sick. This leads to more lies, and, eventually, crimes."
Big Time Rush,2009,all,6.4/10,63/100,1,1,1,0,6.4,63.0,Comedy Family Musical,"Four hockey players from Minnesota aspire to become a boyband. Kendall, Logan, Carlos, and James embark on a life-changing journey and face challenges along the way."
Girlboss,2017,18+,7.0/10,63/100,1,0,0,0,7.0,63.0,Comedy,"Sophia, a misfit, discovers a passion for fashion, becoming an unlikely businesswoman in the process. As her business grows, however, she has to learn to cope with life as her own boss. This show is loosely based on the true story of Nasty Gal Founder, Sophia Amoruso."
Quicksand,2019,18+,7.5/10,63/100,1,0,0,0,7.5,63.0,Crime Drama Mystery,"Maja, a student in Stockholm, finds herself on trial for murder after a tragedy at her school. More doubts and suspicions arise when new revelations are made."
Rotten,2018,18+,7.2/10,63/100,1,0,0,0,7.2,63.0,Documentary,"Rotten dives deep into the food production underworld to expose the corruption, waste and real dangers behind your everyday eating habits."
The Irregulars,2021,18+,5.9/10,63/100,1,0,0,0,5.9,63.0,Crime Drama Fantasy,"Set in Victorian London, the series follows a gang of troubled street teens who are manipulated into solving crimes for the sinister Doctor Watson and his mysterious business partner, the elusive Sherlock Holmes."
College Romance,2018,18+,8.8/10,63/100,1,0,0,0,8.8,63.0,Comedy Drama Romance,"Three best friends look for love, laughs and some lifelong memories while attending college together."
Elite Short Stories: Carla Samuel,2021,18+,7.0/10,63/100,1,0,0,0,7.0,63.0,Short Drama Romance,"Samuel attempts a big, romantic gesture at the airport in order to persuade Carla not to board her flight to London."
Bard of Blood,2019,18+,6.9/10,63/100,1,0,0,0,6.9,63.0,Action Adventure Drama,"Political espionage thriller based on ""Bard of Blood,"" by Bilal Siddiqi."
Charmed,2018,16+,4.6/10,62/100,1,0,0,0,4.6,62.0,Drama Fantasy Mystery,"Three sisters discover their destiny, to battle against the forces of evil, using their witchcraft. They are the Charmed Ones."
The New Legends of Monkey,2018,7+,6.5/10,62/100,1,0,0,0,6.5,62.0,Action Adventure Comedy,"Entering the mythical world of the Monkey King, where a young monk and his group of disciples are on a journey to collect scrolls of Buddhist wisdom."
Nevertheless,2021,0,7.6/10,62/100,1,0,0,0,7.6,62.0,Drama Romance,The intoxicating charm of a flirtatious art school classmate pulls a reluctant love cynic into a friends-with-benefits relationship.
"The Mind, Explained",2019,16+,8.0/10,62/100,1,0,0,0,8.0,62.0,Documentary,"Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series."
Itaewon Class,2020,0,8.2/10,62/100,1,0,0,0,8.2,62.0,Drama Romance,"An ex-con opens a street bar in Itaewon, while also seeking revenge on the family who was responsible for his father's death."
Occupied,2015,16+,7.7/10,62/100,1,0,0,0,7.7,62.0,Drama Thriller,"In the near future, Norway is occupied by Russia on behalf of the European Union because the newly-elected environmentally-friendly Norwegian government has stopped the all important oil- and gas-production in the North Sea."
The Magic School Bus,1994,all,7.8/10,62/100,1,0,0,0,7.8,62.0,Animation Adventure Comedy,An eccentric school-teacher takes her class on wondrous educational field trips with the help of a magical school bus.
Toast of London,2013,16+,8.2/10,62/100,1,0,0,0,8.2,62.0,Comedy,"Steven Toast, an eccentric middle-aged actor with a chequered past, spends more time dealing with his problems off stage than performing on stage."
Patriot Act with Hasan Minhaj,2018,18+,8.3/10,62/100,1,0,0,0,8.3,62.0,Comedy News Talk-Show,"In this weekly show, the former Daily Show correspondent Hasan Minhaj brings his unique comedic voice and storytelling skill to explore the larger grim trends shaping our fragmented world."
Greatest Events of World War II in Colour,2019,16+,8.7/10,62/100,1,0,0,0,8.7,62.0,Documentary History War,A series of colorized archive footage of important events during World War II.
Offspring,2010,16+,8.3/10,62/100,1,0,0,0,8.3,62.0,Comedy Drama,The story of the impossible loves of 30-something obstetrician Nina Proudman and her fabulously messy family.
Blown Away,2019,7+,7.1/10,62/100,1,0,0,0,7.1,62.0,Action Crime Drama,An Irish bomber escapes from prison and targets a member of the Boston bomb squad.
60 Days In,2016,16+,7.7/10,62/100,1,1,1,0,7.7,62.0,Reality-TV,"""60 Days In"" offers an unprecedented look at life behind bars at Indiana's Clark County Jail. Seven ordinary people volunteer to live among its general population for 60 days, without fellow inmates or staff knowing their secret."
Trese,2021,18+,7.1/10,62/100,1,0,0,0,7.1,62.0,Animation Action Adventure,"Set in Manila where the mythical creatures of Philippine folklore live in hiding amongst humans, Alexandra Trese finds herself going head to head with a criminal underworld comprised of malevolent supernatural beings."
Move to Heaven,2021,0,8.7/10,62/100,1,0,0,0,8.7,62.0,Drama,"Working as trauma cleaners, both Gu-ru and Sang-gu uncover various stories of the deceased while experiencing different emotions and sentiments toward life, death and family."
Hot Girls Wanted: Turned On,2017,18+,6.6/10,62/100,1,0,0,0,6.6,62.0,Documentary,"Personal stories reveal how the intersection of sex, technology and intimate relationships is rewiring us in fundamental ways."
The Curious Creations of Christine McConnell,2018,7+,7.8/10,62/100,1,0,0,0,7.8,62.0,Comedy Horror Talk-Show,"Part cooking show, part sitcom in the vein of the Addams Family and the Muppet Show set inside the enchanted home of Christine McConnell, who has attracted hundreds of thousands of social media followers with her creepy edible creations."
Alexa & Katie,2018,all,7.5/10,62/100,1,0,0,0,7.5,62.0,Comedy Drama,Lifelong best friends Alexa Mendoza and Katie Cooper are anticipating the start of their freshman year of high school. They confront a crisis that leaves them feeling like outsiders at a time when fitting in is what seems to matter most.
Sailor Moon Crystal,2014,16+,8.0/10,62/100,1,1,0,0,8.0,62.0,Animation Action Adventure,Usagi Tsukino is chosen to be a guardian of justice and is sent on a quest to locate a Silver Crystal before the Dark Kingdom invades the Earth.
Blood of Zeus,2020,0,7.5/10,62/100,1,0,0,0,7.5,62.0,Animation Action Adventure,"A commoner living in ancient Greece, Heron discovers his true heritage as a son of Zeus, and his purpose: to save the world from a demonic army."
La Reina del Sur,2011,18+,8.0/10,62/100,1,0,0,0,8.0,62.0,Action Crime Drama,Teresa Mendoza returns to Mexico after 8 years to fight with Mexican drug dealers.
Barbarians,2020,0,7.2/10,62/100,1,0,0,0,7.2,62.0,Action Adventure Drama,"Torn between the mighty empire that raised him and his own tribal people, a Roman officer's conflicted allegiances lead to an epic historical clash."
Pine Gap,2018,16+,7.2/10,62/100,1,0,0,0,7.2,62.0,Drama Mystery Thriller,"Set in the intensely secretive world of intelligence and the enigmatic US/Australia joint defence facility in central Australia, the spy-thriller Pine Gap delves into the famously strong alliance between the two countries."
To the Lake,2019,0,7.3/10,62/100,1,0,0,0,7.3,62.0,Drama Sci-Fi Thriller,A terrible plague strikes and a group decides to risk their lives. Humanity struggles to survive as they face the end of their civilization.
Suburra: Blood on Rome,2017,18+,7.9/10,62/100,1,0,0,0,7.9,62.0,Action Crime,"In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican."
Taco Chronicles,2019,18+,7.9/10,62/100,1,0,0,0,7.9,62.0,Documentary,A journey through the colorful and varied world of Tacos.
Between,2015,16+,6.0/10,62/100,1,0,0,0,6.0,62.0,Drama Mystery Sci-Fi,"After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them"
Bobby Kennedy for President,2018,16+,8.2/10,62/100,1,0,0,0,8.2,62.0,Documentary Biography Drama,"This four-part documentary series weaves together rare and exclusive footage of attorney general, U.S. senator, and presidential candidate Robert F. Kennedy in the 1960s."
Durarara!!,2010,16+,7.9/10,62/100,1,1,0,0,7.9,62.0,Animation Comedy Crime,"Tired of his mundane life, Mikado Ryugamine decides to move to Ikebukuro, a district in Tokyo, when a friend invites him. With everything from invisible gangs to rumored beings, Ikebukuro is full of connected mysteries where people's pasts intertwine with the present."
Yu-Gi-Oh!,1998,0,7.9/10,62/100,1,1,1,0,7.9,62.0,Animation Action Adventure,"Yugi Moto solves an Ancient Egyptian Puzzle and brings forth a dark and powerful alter ego. Whenever he and his friends are threatened by evil in Duel Monster Card Game, this alter ego breaks out to save them."
Hostages,2013,16+,6.7/10,62/100,1,0,0,0,6.7,62.0,Documentary History,"November 4, 1979, Iranian student activists stormed the U.S. embassy in Tehran, taking over 60 Americans hostage. A 48-hour sit-in to protest imperialism, turned into an international crisis and 24/7 media event that would last 444 days."
Rhythm + Flow,2019,18+,7.7/10,62/100,1,0,0,0,7.7,62.0,Music Reality-TV,"Global superstars Cardi B, Chance the Rapper, and T.I. search for the next breakout hip-hop star."
Blue Exorcist,2011,16+,7.4/10,62/100,1,1,0,0,7.4,62.0,Animation Action Drama,"After discovering that he's the son of Satan, a young man must join the True Cross Academy in order to master his abilities and defeat Satan himself."
